Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
23-07-2024,CNR5133236273,Canceled by Driver,CID905849,Prime Plus,Banashankari,Chickpet,null,null,null,Customer related issue,null,null,4687.236388,null,-46.92649534,null,null
26-07-2024,CNR5661490576,Success,CID546076,Bike,Magadi Road,Electronic City,6328,3710,null,null,No,null,4689.103825,Cash,-46.95561665,-14.5,-6.2
05-07-2024,CNR2304446757,Success,CID432144,eBike,Rajarajeshwari Nagar,MG Road,6524,3825,null,null,No,null,4690.971261,Cash,-46.98473796,-15.1,-6.5
18-07-2024,CNR3780555542,Canceled by Customer,CID803813,Mini,Tumkur Road,Chamarajpet,null,null,Driver asked to cancel,null,null,null,4692.838698,null,-47.01385928,null,null
21-07-2024,CNR1559782157,Success,CID906966,Auto,Ulsoor,Bellandur,144.2,25,null,null,No,null,4694.706134,Cash,-47.04298059,12.74,28.62
13-07-2024,CNR7623690602,Success,CID526261,Bike,Cox Town,Malleshwaram,143.5,24.5,null,null,Yes,Other Issue,4696.573571,UPI,-47.0721019,12.86,28.94
08-07-2024,CNR2098165214,Success,CID619972,Prime Sedan,Yelahanka,Ramamurthy Nagar,142.8,24,null,null,No,null,4698.441008,UPI,-47.10122321,12.98,29.26
22-07-2024,CNR5502012579,Success,CID748475,Mini,Vijayanagar,Kengeri,142.1,23.5,null,null,No,null,4700.308444,Cash,-47.13034452,13.1,29.58
24-07-2024,CNR4698965967,Success,CID529347,Prime Sedan,Ramamurthy Nagar,Chickpet,141.4,23,null,null,No,null,4702.175881,Cash,-47.15946583,13.22,29.9
21-07-2024,CNR8566688320,Driver Not Found,CID175878,Bike,Chickpet,Shivajinagar,null,null,null,null,null,null,4704.043317,null,-47.18858714,null,null
29-07-2024,CNR8014852782,Canceled by Customer,CID737119,Prime Plus,Kammanahalli,Magadi Road,null,null,Change of plans,null,null,null,4705.910754,null,-47.21770845,null,null
15-07-2024,CNR6012739836,Driver Not Found,CID308763,Prime Sedan,Ramamurthy Nagar,Magadi Road,null,null,null,null,null,null,4707.77819,null,-47.24682976,null,null
01-07-2024,CNR3404012943,Success,CID344186,Mini,Chickpet,Chamarajpet,4767,-1310,null,null,No,null,4709.645627,Cash,-47.27595107,-34.1,-33.4
11-07-2024,CNR9282027845,Success,CID767941,Bike,Yeshwanthpur,KR Puram,4914,-1355,null,null,No,null,4711.513064,UPI,-47.30507238,-35.3,-34.6
30-07-2024,CNR5508853708,Canceled by Customer,CID812594,Prime Plus,Shivajinagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,4713.3805,null,-47.33419369,null,null
07-07-2024,CNR4241139245,Success,CID133723,Prime Plus,Kammanahalli,Shivajinagar,203,25,null,null,No,null,4715.247937,Cash,-47.363315,4.7,4.1
27-07-2024,CNR8306274838,Driver Not Found,CID117206,Bike,Bellandur,Rajarajeshwari Nagar,null,null,null,null,null,null,4717.115373,null,-47.39243631,null,null
16-07-2024,CNR274998130,Canceled by Customer,CID126419,eBike,Mysore Road,Vijayanagar,null,null,Driver asked to cancel,null,null,null,4718.98281,null,-47.42155763,null,null
26-07-2024,CNR224096493,Canceled by Driver,CID953990,Prime Sedan,Yelahanka,Majestic,null,null,null,Customer related issue,null,null,4720.850246,null,-47.45067894,null,null
04-07-2024,CNR5744401218,Success,CID507511,Bike,Yelahanka,Varthur,6811,3865,null,null,No,null,4722.717683,UPI,-47.47980025,0.2,47.9
16-07-2024,CNR7221640450,Success,CID195611,Prime Sedan,RT Nagar,Whitefield,7021,3985,null,null,No,null,4724.58512,UPI,-47.50892156,0.1,49.3
20-07-2024,CNR8395803905,Canceled by Driver,CID925776,eBike,Bannerghatta Road,RT Nagar,null,null,null,Customer related issue,null,null,4726.452556,null,-47.53804287,null,null
15-07-2024,CNR1322163726,Success,CID524066,Prime SUV,Mysore Road,Peenya,904.1666667,-2139.166667,null,null,No,null,4728.319993,Cash,-47.56716418,-12.41666667,-21.91666667
04-07-2024,CNR440976494,Success,CID884352,Prime SUV,BTM Layout,Malleshwaram,921.6666667,-2186.666667,null,null,No,null,4730.187429,Cash,-47.59628549,-12.76666667,-22.46666667
27-07-2024,CNR8303547069,Success,CID471469,Mini,Langford Town,Richmond Town,939.1666667,-2234.166667,null,null,No,null,4732.054866,Credit Card,-47.6254068,-13.11666667,-23.01666667
09-07-2024,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,4733.922302,null,-47.65452811,null,null
30-07-2024,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,-112,-378.3333333,null,null,No,null,4735.789739,UPI,-47.68364942,8.466666667,18.26666667
13-07-2024,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,-119,-388.3333333,null,null,No,null,4737.657176,UPI,-47.71277073,8.566666667,18.56666667
29-07-2024,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,-126,-398.3333333,null,null,No,null,4739.524612,Cash,-47.74189204,8.666666667,18.86666667
24-07-2024,CNR3165383135,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,null,null,null,Customer was coughing/sick,null,null,4741.392049,null,-47.77101335,null,null
29-07-2024,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,null,null,null,null,null,null,4743.259485,null,-47.80013467,null,null
08-07-2024,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,-1526,1825,null,null,No,null,4745.126922,UPI,-47.82925598,-18.6,-11.9
16-07-2024,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,-1582,1880,null,null,No,null,4746.994358,Cash,-47.85837729,-19.3,-12.4
09-07-2024,CNR854772279,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,null,null,Driver is not moving towards pickup location,null,null,null,4748.861795,null,-47.8874986,null,null
26-07-2024,CNR823286504,Success,CID509309,Bike,Hosur Road,Richmond Town,3495.333333,174.1666667,null,null,No,null,4750.729231,Cash,-47.91661991,11.15,24.75
26-07-2024,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,3565.333333,176.6666667,null,null,No,null,4752.596668,Cash,-47.94574122,11.3,25.2
05-07-2024,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,3635.333333,179.1666667,null,null,No,null,4754.464105,UPI,-47.97486253,11.45,25.65
Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
26-07-2024,CNR7153255142,Canceled by Driver,CID713523,Prime Sedan,Tumkur Road,RT Nagar,null,null,null,Personal & Car related issue,null,null,4756.331541,null,-48.00398384,null,null
25-07-2024,CNR2940424040,Success,CID225428,Bike,Magadi Road,Varthur,1393,3430,null,null,No,null,4758.198978,Cash,-48.03310515,7.5,31.2
30-07-2024,CNR2982357879,Success,CID270156,Prime SUV,Sahakar Nagar,Varthur,1428,3530,null,null,No,null,4760.066414,UPI,-48.06222646,7.6,32
22-07-2024,CNR2395710036,Canceled by Customer,CID581320,eBike,HSR Layout,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,4761.933851,null,-48.09134777,null,null
02-07-2024,CNR1797421769,Success,CID939555,Mini,Rajajinagar,Chamarajpet,-2769.666667,-930,null,null,No,null,4763.801287,Credit Card,-48.12046908,-16.46666667,41.53333333
13-07-2024,CNR8787177882,Success,CID802429,Mini,Kadugodi,Vijayanagar,-2829.166667,-950,null,null,No,null,4765.668724,UPI,-48.14959039,-16.86666667,42.28333333
23-07-2024,CNR3612067577,Success,CID476071,Bike,Tumkur Road,Whitefield,-2888.666667,-970,null,null,No,null,4767.536161,Cash,-48.1787117,-17.26666667,43.03333333
11-07-2024,CNR5374902489,Canceled by Driver,CID735691,Prime Plus,Bannerghatta Road,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,4769.403597,null,-48.20783302,null,null
01-07-2024,CNR5030602354,Driver Not Found,CID999840,Mini,Chamarajpet,Peenya,null,null,null,null,null,null,4771.271034,null,-48.23695433,null,null
18-07-2024,CNR6328453219,Canceled by Driver,CID907133,Auto,RT Nagar,Varthur,null,null,null,Personal & Car related issue,null,null,4773.13847,null,-48.26607564,null,null
29-07-2024,CNR4787583516,Success,CID923404,Prime Plus,Hosur Road,Jayanagar,2408,-438.3333333,null,null,No,null,4775.005907,Cash,-48.29519695,-33.7,39.2
26-07-2024,CNR7943634301,Success,CID647026,Prime Plus,Kammanahalli,Rajajinagar,2453.5,-448.3333333,null,null,No,null,4776.873343,Cash,-48.32431826,-34.45,39.9
27-07-2024,CNR4524472111,Success,CID540929,Auto,Cox Town,Yelahanka,2499,-458.3333333,null,null,No,null,4778.74078,UPI,-48.35343957,-35.2,40.6
17-07-2024,CNR3914552229,Canceled by Driver,CID557845,Auto,Hosur Road,Banashankari,null,null,null,Personal & Car related issue,null,null,4780.608217,null,-48.38256088,null,null
16-07-2024,CNR8181602032,Success,CID167642,Bike,Indiranagar,MG Road,1974,95,null,null,No,null,4782.475653,UPI,-48.41168219,-32.6,-12.9
02-07-2024,CNR8090918544,Success,CID640151,Bike,Magadi Road,HSR Layout,2030,95,null,null,No,null,4784.34309,UPI,-48.4408035,-33.7,-13.4
02-07-2024,CNR2695261530,Driver Not Found,CID630354,Mini,Ramamurthy Nagar,BTM Layout,null,null,null,null,null,null,4786.210526,null,-48.46992481,null,null
05-07-2024,CNR2680082890,Success,CID243275,Bike,Electronic City,Langford Town,949.2,419.5,null,null,No,null,4788.077963,Cash,-48.49904612,17.83,-2.7
09-07-2024,CNR9975925287,Success,CID162055,Prime SUV,Magadi Road,RT Nagar,959,424,null,null,No,null,4789.945399,UPI,-48.52816743,18,-2.78
12-07-2024,CNR2885053523,Success,CID902781,eBike,Koramangala,Sarjapur Road,968.8,428.5,null,null,No,null,4791.812836,Cash,-48.55728874,18.17,-2.86
11-07-2024,CNR649304369,Success,CID217093,eBike,Basavanagudi,Hulimavu,978.6,433,null,null,No,null,4793.680273,Cash,-48.58641005,18.34,-2.94
08-07-2024,CNR6013805089,Success,CID817034,Prime Sedan,Padmanabhanagar,Jayanagar,988.4,437.5,null,null,No,null,4795.547709,Cash,-48.61553137,18.51,-3.02
16-07-2024,CNR4306636052,Canceled by Driver,CID103842,Prime SUV,Mysore Road,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,4797.415146,null,-48.64465268,null,null
03-07-2024,CNR9832070187,Success,CID655872,Bike,Koramangala,BTM Layout,-2571.066667,-291.2857143,null,null,No,null,4799.282582,Cash,-48.67377399,-15.13142857,31.46
03-07-2024,CNR5620539253,Success,CID290480,Prime Plus,Mysore Road,Sahakar Nagar,-2598.266667,-295.1428571,null,null,No,null,4801.150019,Cash,-48.7028953,-15.32571429,31.74
19-07-2024,CNR4443921904,Success,CID654618,Mini,Tumkur Road,Koramangala,-2625.466667,-299,null,null,No,null,4803.017455,UPI,-48.73201661,-15.52,32.02
25-07-2024,CNR7194303296,Success,CID538245,Mini,Mysore Road,Hennur,-2652.666667,-302.8571429,null,null,No,null,4804.884892,UPI,-48.76113792,-15.71428571,32.3
15-07-2024,CNR6494005067,Success,CID805360,Auto,Yelahanka,Malleshwaram,-2679.866667,-306.7142857,null,null,No,null,4806.752329,UPI,-48.79025923,-15.90857143,32.58
30-07-2024,CNR6805579107,Success,CID810214,Prime SUV,Indiranagar,Indiranagar,-2707.066667,-310.5714286,null,null,No,null,4808.619765,Cash,-48.81938054,-16.10285714,32.86
21-07-2024,CNR6003663433,Canceled by Customer,CID350426,Prime Plus,Rajajinagar,Chamarajpet,null,null,Driver asked to cancel,null,null,null,4810.487202,null,-48.84850185,null,null
23-07-2024,CNR2998177407,Driver Not Found,CID946041,Auto,RT Nagar,Yelahanka,null,null,null,null,null,null,4812.354638,null,-48.87762316,null,null
27-07-2024,CNR7979458138,Success,CID978509,eBike,Frazer Town,Indiranagar,189,65,null,null,No,null,4814.222075,Cash,-48.90674447,4.8,4.7
23-07-2024,CNR7286474506,Canceled by Customer,CID500806,eBike,Jayanagar,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,4816.089511,null,-48.93586578,null,null
23-07-2024,CNR9820692957,Success,CID625327,Prime Sedan,Koramangala,Hosur Road,4137,-910,null,null,No,null,4817.956948,Cash,-48.96498709,36.5,-6.766666667
08-07-2024,CNR4094067456,Success,CID896062,Prime Sedan,Majestic,Jayanagar,4217.5,-930,null,null,No,null,4819.824385,Cash,-48.99410841,37.15,-6.966666667
14-07-2024,CNR7142279862,Success,CID378034,eBike,Yeshwanthpur,JP Nagar,4298,-950,null,null,No,null,4821.691821,UPI,-49.02322972,37.8,-7.166666667
23-07-2024,CNR5488574120,Canceled by Driver,CID169284,Auto,Peenya,Hosur Road,null,null,null,Customer related issue,null,null,4823.559258,null,-49.05235103,null,null
03-07-2024,CNR8148468821,Canceled by Driver,CID347094,Prime Plus,Marathahalli,BTM Layout,null,null,null,Customer was coughing/sick,null,null,4825.426694,null,-49.08147234,null,null
03-07-2024,CNR5176704322,Success,CID296026,Prime Plus,KR Puram,Hennur,287,40,null,null,Yes,Customer Demand,4827.294131,UPI,-49.11059365,3.1,3.5
24-07-2024,CNR9287248724,Canceled by Driver,CID959554,Prime SUV,Hosur Road,Yeshwanthpur,null,null,null,Customer related issue,null,null,4829.161567,null,-49.13971496,null,null
10-07-2024,CNR7547352327,Success,CID976231,Prime Plus,Hulimavu,Rajarajeshwari Nagar,210,105,null,null,No,null,4831.029004,UPI,-49.16883627,3.8,4.9
20-07-2024,CNR9660405769,Canceled by Driver,CID483311,eBike,Electronic City,Varthur,null,null,null,Customer related issue,null,null,4832.896441,null,-49.19795758,null,null
11-07-2024,CNR4251304471,Success,CID888740,Prime SUV,Shivajinagar,Jayanagar,-3094,-156,null,null,No,null,4834.763877,Cash,-49.22707889,-7.62,27.25
06-07-2024,CNR1568684278,Success,CID709612,Prime Plus,Bannerghatta Road,Majestic,-3143,-160,null,null,No,null,4836.631314,UPI,-49.2562002,-7.8,27.6
05-07-2024,CNR2230045814,Success,CID961125,Prime SUV,Cox Town,Chamarajpet,-3192,-164,null,null,No,null,4838.49875,Cash,-49.28532151,-7.98,27.95
11-07-2024,CNR7871058089,Success,CID221021,Mini,Hennur,Kengeri,-3241,-168,null,null,No,null,4840.366187,Cash,-49.31444282,-8.16,28.3
16-07-2024,CNR5503358927,Driver Not Found,CID552049,Bike,Peenya,MG Road,null,null,null,null,null,null,4842.233623,null,-49.34356413,null,null
12-07-2024,CNR243614697,Success,CID415325,Prime Plus,Devanahalli,Rajajinagar,-1187.533333,553.1904762,null,null,No,null,4844.10106,Cash,-49.37268544,5.906666667,22.39428571
16-07-2024,CNR3455514014,Success,CID745270,eBike,Ramamurthy Nagar,Sahakar Nagar,-1201.133333,557.7619048,null,null,No,null,4845.968497,Cash,-49.40180676,5.926666667,22.57714286
26-07-2024,CNR9312632867,Success,CID649563,Prime SUV,Tumkur Road,Mysore Road,-1214.733333,562.3333333,null,null,Yes,Vehicle Breakdown,4847.835933,Cash,-49.43092807,5.946666667,22.76
25-07-2024,CNR5274603340,Success,CID477783,Prime SUV,Electronic City,Banashankari,-1228.333333,566.9047619,null,null,No,null,4849.70337,Cash,-49.46004938,5.966666667,22.94285714
17-07-2024,CNR1050003752,Success,CID993137,Bike,Chamarajpet,Shivajinagar,-1241.933333,571.4761905,null,null,No,null,4851.570806,UPI,-49.48917069,5.986666667,23.12571429
07-07-2024,CNR3603517873,Success,CID386651,eBike,Rajarajeshwari Nagar,Marathahalli,-1255.533333,576.047619,null,null,No,null,4853.438243,Cash,-49.518292,6.006666667,23.30857143
01-07-2024,CNR1557960488,Driver Not Found,CID884386,Prime SUV,Rajarajeshwari Nagar,Varthur,null,null,null,null,null,null,4855.305679,null,-49.54741331,null,null
01-07-2024,CNR9758857830,Success,CID528642,Prime Plus,HSR Layout,Magadi Road,-7070,1770,null,null,No,null,4857.173116,UPI,-49.57653462,54.5,27.5
02-07-2024,CNR8080410192,Success,CID416746,eBike,Jayanagar,JP Nagar,-7287,1820,null,null,No,null,4859.040553,UPI,-49.60565593,56,28.2
13-07-2024,CNR2578709102,Canceled by Driver,CID713303,Bike,Hennur,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,4860.907989,null,-49.63477724,null,null
25-07-2024,CNR3364012806,Success,CID954071,Mini,Hennur,Chamarajpet,5257.7,-1252.5,null,null,No,null,4862.775426,Cash,-49.66389855,16.91,-19.1
18-07-2024,CNR7825941026,Success,CID234007,Mini,Marathahalli,Langford Town,5334,-1272.5,null,null,No,null,4864.642862,UPI,-49.69301986,17.1,-19.45
22-07-2024,CNR9148580255,Success,CID164393,Prime SUV,Tumkur Road,Magadi Road,5410.3,-1292.5,null,null,No,null,4866.510299,UPI,-49.72214117,17.29,-19.8
15-07-2024,CNR2946309760,Success,CID984343,Prime Plus,Hosur Road,Hennur,5486.6,-1312.5,null,null,No,null,4868.377735,Cash,-49.75126248,17.48,-20.15
19-07-2024,CNR3472489570,Driver Not Found,CID621402,Prime SUV,Electronic City,Marathahalli,null,null,null,null,null,null,4870.245172,null,-49.7803838,null,null
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,4872.112609,null,-49.80950511,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,4873.980045,UPI,-49.83862642,4,4.3
04-07-2024,CNR2735636521,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,4875.847482,null,-49.86774773,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,4877.714918,null,-49.89686904,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,1521.1,1157,null,null,No,null,4879.582355,Cash,-49.92599035,14.1,21.47
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,1537.2,1170,null,null,No,null,4881.449791,Cash,-49.95511166,14.22,21.68
21-07-2024,CNR3800597089,Success,CID386103,Mini,JP Nagar,Chickpet,1553.3,1183,null,null,No,null,4883.317228,Cash,-49.98423297,14.34,21.89
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,1569.4,1196,null,null,No,null,4885.184665,Cash,-50.01335428,14.46,22.1
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,1585.5,1209,null,null,Yes,Customer Demand,4887.052101,UPI,-50.04247559,14.58,22.31
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,4888.919538,null,-50.0715969,null,null
16-07-2024,CNR2830899457,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,4890.786974,UPI,-50.10071821,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,4892.654411,null,-50.12983952,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,4894.521847,null,-50.15896083,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,4896.389284,Cash,-50.18808215,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,4898.25672,null,-50.21720346,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,373.3333333,181.6666667,null,null,No,null,4900.124157,Cash,-50.24632477,1.866666667,2.166666667
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,376.8333333,184.1666667,null,null,No,null,4901.991594,Cash,-50.27544608,1.816666667,2.116666667
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,380.3333333,186.6666667,null,null,No,null,4903.85903,UPI,-50.30456739,1.766666667,2.066666667
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,4905.726467,null,-50.3336887,null,null
08-07-2024,CNR638285601,Success,CID954441,Bike,Peenya,Devanahalli,4740.4,-734,null,null,No,null,4907.593903,Cash,-50.36281001,28.19,-1.51
07-07-2024,CNR722656015,Success,CID596869,Auto,Chickpet,Hennur,4795,-744,null,null,No,null,4909.46134,UPI,-50.39193132,28.48,-1.58
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,4849.6,-754,null,null,No,null,4911.328776,Cash,-50.42105263,28.77,-1.65
